2024-12-24 16:03:11.914988|INFO    |ServerLibPriv |   |TeamSpeak 3 Server 3.13.7 (2022-06-20 12:21:53)
2024-12-24 18:28:13.484309|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 18:28:15.005546|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 18:28:17.000056|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 18:38:13.483851|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 18:38:15.000052|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 18:38:17.005496|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 18:48:13.570249|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 18:48:15.000066|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 18:48:17.000079|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 18:58:13.607048|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 18:58:15.000083|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 18:58:17.000055|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 19:08:13.694261|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 19:08:15.007438|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 19:08:17.000051|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 19:18:13.821582|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 19:18:15.000037|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 19:18:17.003423|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 19:28:13.742117|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 19:28:15.000062|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 19:28:17.000057|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 19:38:13.876719|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 19:38:15.000070|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 19:38:17.000051|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 19:48:13.865506|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 19:48:15.009819|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 19:48:17.000064|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 19:58:13.962246|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 19:58:15.000075|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 19:58:17.010270|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 20:08:15.000121|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 20:08:17.000152|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 20:18:13.996173|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 20:18:15.000061|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 20:18:17.000059|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 20:28:13.986015|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 20:28:15.004612|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 20:28:17.000052|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 20:38:14.014583|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 20:38:16.011349|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 20:38:18.000069|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 20:48:14.103414|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 20:48:16.000041|ERROR   |              |   |TS3ANetwork::Send failed error: 111
2024-12-24 20:48:18.004827|ERROR   |              |   |TS3ANetwork::Send failed error: 111
